106451484	 52502910	 722832	 591762	 65614	 0	 53225742	 17763846	 53225742	 	 413822480	 172947532	 33963708	 33963706	 134008	  206911240	 77763844	 206911240	 1	 1	 0	 
106451484	 52502910	 722832	 591762	 0	 53225742	 53225742	 17763846	 53225742	 	 413822480	 172947532	 33963708	 33963706	 0	  206911240	 77763844	 206911240	 1	 1	 1	 
106451484	 52534928	 690814	 0	 0	 53225742	 52534928	 17763846	 53225742	 	 413822480	 172817316	 34093924	 33962852	 0	  206911240	 77763844	 206911240	 1	 1	 2	 
106451484	 26251455	 361416	 295881	 32807	 0	 26612871	 17763846	 26612871	 	 413822480	 86473766	 16981854	 16981853	 67004	  103455620	 77763844	 103455620	 1	 2	 0	 
106451484	 26251455	 361416	 295881	 0	 53225742	 26612871	 17763846	 26612871	 	 413822480	 86473766	 16981854	 16981853	 0	  103455620	 77763844	 103455620	 1	 2	 1	 
106451484	 26267464	 345407	 0	 0	 53225742	 26267464	 17763846	 26612871	 	 413822480	 86408658	 17046962	 16981426	 0	  103455620	 77763844	 103455620	 1	 2	 2	 
106451484	 17583138	 180708	 147941	 16405	 0	 17763846	 17763846	 17763846	 	 413822480	 69272833	 8491011	 8491010	 33527	  77763844	 77763844	 77763844	 1	 4	 0	 
106451484	 17583138	 180708	 147941	 0	 53225742	 17763846	 17763846	 17763846	 	 413822480	 69272833	 8491011	 8491010	 0	  77763844	 77763844	 77763844	 1	 4	 1	 
106451484	 17591266	 172580	 0	 0	 53225742	 17591266	 17763846	 17763846	 	 413822480	 69240284	 8523560	 8490792	 0	  77763844	 77763844	 77763844	 1	 4	 2	 
106451484	 17640649	 123197	 106814	 31234	 0	 17763846	 17763846	 17763846	 	 413822480	 73459667	 4304177	 4304176	 59804	  77763844	 77763844	 77763844	 1	 8	 0	 
106451484	 17640649	 123197	 106814	 0	 53225742	 17763846	 17763846	 17763846	 	 413822480	 73459667	 4304177	 4304176	 0	  77763844	 77763844	 77763844	 1	 8	 1	 
106451484	 17611927	 151919	 0	 0	 53225742	 17611927	 17763846	 17763846	 	 413822480	 73443571	 4320273	 4303889	 0	  77763844	 77763844	 77763844	 1	 8	 2	 
106451484	 52486886	 738856	 607786	 49156	 0	 53225742	 17763846	 53225742	 	 413822480	 173054480	 33856760	 33856758	 132670	  206911240	 77763844	 206911240	 2	 1	 0	 
106451484	 52486886	 738856	 607786	 0	 53225742	 53225742	 17763846	 53225742	 	 413822480	 173054480	 33856760	 33856758	 0	  206911240	 77763844	 206911240	 2	 1	 1	 
106451484	 52535248	 690494	 0	 0	 53225742	 52535248	 17763846	 53225742	 	 413822480	 172922864	 33988376	 33857304	 0	  206911240	 77763844	 206911240	 2	 1	 2	 
106451484	 26243443	 369428	 303893	 24578	 0	 26612871	 17763846	 26612871	 	 413822480	 86527240	 16928380	 16928379	 66335	  103455620	 77763844	 103455620	 2	 2	 0	 
106451484	 26243443	 369428	 303893	 0	 53225742	 26612871	 17763846	 26612871	 	 413822480	 86527240	 16928380	 16928379	 0	  103455620	 77763844	 103455620	 2	 2	 1	 
106451484	 26267624	 345247	 0	 0	 53225742	 26267624	 17763846	 26612871	 	 413822480	 86461432	 16994188	 16928652	 0	  103455620	 77763844	 103455620	 2	 2	 2	 
106451484	 17579131	 184715	 151948	 12289	 0	 17763846	 17763846	 17763846	 	 413822480	 69299647	 8464197	 8464196	 33169	  77763844	 77763844	 77763844	 2	 4	 0	 
106451484	 17579131	 184715	 151948	 0	 53225742	 17763846	 17763846	 17763846	 	 413822480	 69299647	 8464197	 8464196	 0	  77763844	 77763844	 77763844	 2	 4	 1	 
106451484	 17591347	 172499	 0	 0	 53225742	 17591347	 17763846	 17763846	 	 413822480	 69266742	 8497102	 8464334	 0	  77763844	 77763844	 77763844	 2	 4	 2	 
106451484	 17638718	 125128	 108745	 29158	 0	 17763846	 17763846	 17763846	 	 413822480	 73504992	 4258852	 4258851	 59243	  77763844	 77763844	 77763844	 2	 8	 0	 
106451484	 17638718	 125128	 108745	 0	 53225742	 17763846	 17763846	 17763846	 	 413822480	 73504992	 4258852	 4258851	 0	  77763844	 77763844	 77763844	 2	 8	 1	 
106451484	 17612024	 151822	 0	 0	 53225742	 17612024	 17763846	 17763846	 	 413822480	 73488537	 4275307	 4258923	 0	  77763844	 77763844	 77763844	 2	 8	 2	 
106451484	 52478706	 747036	 615966	 40964	 0	 53225742	 17763846	 53225742	 	 413822480	 173038544	 33872696	 33872694	 132632	  206911240	 77763844	 206911240	 4	 1	 0	 
106451484	 52478706	 747036	 615966	 0	 53225742	 53225742	 17763846	 53225742	 	 413822480	 173038544	 33872696	 33872694	 0	  206911240	 77763844	 206911240	 4	 1	 1	 
106451484	 52535260	 690482	 0	 0	 53225742	 52535260	 17763846	 53225742	 	 413822480	 172906940	 34004300	 33873228	 0	  206911240	 77763844	 206911240	 4	 1	 2	 
106451484	 26239353	 373518	 307983	 20482	 0	 26612871	 17763846	 26612871	 	 413822480	 86519272	 16936348	 16936347	 66316	  103455620	 77763844	 103455620	 4	 2	 0	 
106451484	 26239353	 373518	 307983	 0	 53225742	 26612871	 17763846	 26612871	 	 413822480	 86519272	 16936348	 16936347	 0	  103455620	 77763844	 103455620	 4	 2	 1	 
106451484	 26267630	 345241	 0	 0	 53225742	 26267630	 17763846	 26612871	 	 413822480	 86453470	 17002150	 16936614	 0	  103455620	 77763844	 103455620	 4	 2	 2	 
106451484	 17577086	 186760	 153993	 10241	 0	 17763846	 17763846	 17763846	 	 413822480	 69295669	 8468175	 8468174	 33159	  77763844	 77763844	 77763844	 4	 4	 0	 
106451484	 17577086	 186760	 153993	 0	 53225742	 17763846	 17763846	 17763846	 	 413822480	 69295669	 8468175	 8468174	 0	  77763844	 77763844	 77763844	 4	 4	 1	 
106451484	 17591350	 172496	 0	 0	 53225742	 17591350	 17763846	 17763846	 	 413822480	 69262767	 8501077	 8468309	 0	  77763844	 77763844	 77763844	 4	 4	 2	 
106451484	 17637697	 126149	 109766	 28134	 0	 17763846	 17763846	 17763846	 	 413822480	 73502031	 4261813	 4261812	 59231	  77763844	 77763844	 77763844	 4	 8	 0	 
106451484	 17637697	 126149	 109766	 0	 53225742	 17763846	 17763846	 17763846	 	 413822480	 73502031	 4261813	 4261812	 0	  77763844	 77763844	 77763844	 4	 8	 1	 
106451484	 17612027	 151819	 0	 0	 53225742	 17612027	 17763846	 17763846	 	 413822480	 73485579	 4278265	 4261881	 0	  77763844	 77763844	 77763844	 4	 8	 2	 
106451484	 52474610	 751132	 620062	 36868	 0	 53225742	 17763846	 53225742	 	 413822480	 173030480	 33880760	 33880758	 132632	  206911240	 77763844	 206911240	 8	 1	 0	 
106451484	 52474610	 751132	 620062	 0	 53225742	 53225742	 17763846	 53225742	 	 413822480	 173030480	 33880760	 33880758	 0	  206911240	 77763844	 206911240	 8	 1	 1	 
106451484	 52535260	 690482	 0	 0	 53225742	 52535260	 17763846	 53225742	 	 413822480	 172898876	 34012364	 33881292	 0	  206911240	 77763844	 206911240	 8	 1	 2	 
106451484	 26237305	 375566	 310031	 18434	 0	 26612871	 17763846	 26612871	 	 413822480	 86515240	 16940380	 16940379	 66316	  103455620	 77763844	 103455620	 8	 2	 0	 
106451484	 26237305	 375566	 310031	 0	 53225742	 26612871	 17763846	 26612871	 	 413822480	 86515240	 16940380	 16940379	 0	  103455620	 77763844	 103455620	 8	 2	 1	 
106451484	 26267630	 345241	 0	 0	 53225742	 26267630	 17763846	 26612871	 	 413822480	 86449438	 17006182	 16940646	 0	  103455620	 77763844	 103455620	 8	 2	 2	 
106451484	 17576062	 187784	 155017	 9217	 0	 17763846	 17763846	 17763846	 	 413822480	 69293653	 8470191	 8470190	 33159	  77763844	 77763844	 77763844	 8	 4	 0	 
106451484	 17576062	 187784	 155017	 0	 53225742	 17763846	 17763846	 17763846	 	 413822480	 69293653	 8470191	 8470190	 0	  77763844	 77763844	 77763844	 8	 4	 1	 
106451484	 17591350	 172496	 0	 0	 53225742	 17591350	 17763846	 17763846	 	 413822480	 69260751	 8503093	 8470325	 0	  77763844	 77763844	 77763844	 8	 4	 2	 
106451484	 17637185	 126661	 110278	 27622	 0	 17763846	 17763846	 17763846	 	 413822480	 73500519	 4263325	 4263324	 59231	  77763844	 77763844	 77763844	 8	 8	 0	 
106451484	 17637185	 126661	 110278	 0	 53225742	 17763846	 17763846	 17763846	 	 413822480	 73500519	 4263325	 4263324	 0	  77763844	 77763844	 77763844	 8	 8	 1	 
106451484	 17612027	 151819	 0	 0	 53225742	 17612027	 17763846	 17763846	 	 413822480	 73484067	 4279777	 4263393	 0	  77763844	 77763844	 77763844	 8	 8	 2	 
106451484	 52472562	 753180	 622110	 61583	 0	 53225742	 17763846	 53225742	 	 413822480	 173026448	 33884792	 33884790	 173308	  206911240	 77763844	 206911240	 16	 1	 0	 
106451484	 52472562	 753180	 622110	 0	 53225742	 53225742	 17763846	 53225742	 	 413822480	 173026448	 33884792	 33884790	 0	  206911240	 77763844	 206911240	 16	 1	 1	 
106451484	 52535260	 690482	 0	 0	 53225742	 52535260	 17763846	 53225742	 	 413822480	 172894844	 34016396	 33885324	 0	  206911240	 77763844	 206911240	 16	 1	 2	 
106451484	 26236281	 376590	 311055	 27765	 0	 26612871	 17763846	 26612871	 	 413822480	 86513224	 16942396	 16942395	 88133	  103455620	 77763844	 103455620	 16	 2	 0	 
106451484	 26236281	 376590	 311055	 0	 53225742	 26612871	 17763846	 26612871	 	 413822480	 86513224	 16942396	 16942395	 0	  103455620	 77763844	 103455620	 16	 2	 1	 
106451484	 26267630	 345241	 0	 0	 53225742	 26267630	 17763846	 26612871	 	 413822480	 86447422	 17008198	 16942662	 0	  103455620	 77763844	 103455620	 16	 2	 2	 
106451484	 17575550	 188296	 155529	 10856	 0	 17763846	 17763846	 17763846	 	 413822480	 69292645	 8471199	 8471198	 45542	  77763844	 77763844	 77763844	 16	 4	 0	 
106451484	 17575550	 188296	 155529	 0	 53225742	 17763846	 17763846	 17763846	 	 413822480	 69292645	 8471199	 8471198	 0	  77763844	 77763844	 77763844	 16	 4	 1	 
